date,prectot,qv2m,rh2m,ps,t2m_range,ts,t2mdew,t2mwet,t2m_max,t2m_min,t2m,ws50m_range,ws10m_range,ws50m_min,ws10m_min,ws50m_max,ws10m_max,ws50m,ws10m
2015-01-01,0.23,2.12,77.57,99.19,4.58,-2.64,-7.67,-7.59,-2.53,-7.11,-4.58,2.25,2.17,12.91,10.37,15.17,12.54,14.01,11.35
2015-01-02,0.41,2.13,72.21,100.3,3.12,-2.27,-7.47,-7.36,-1.96,-5.08,-3.43,11.64,9.1,0.91,0.79,12.55,9.89,8.0,6.23
2015-01-03,6.73,3.03,88.12,100.13,6.86,-1.04,-3.44,-3.4,1.54,-5.32,-1.41,8.84,7.46,1.54,1.3,10.37,8.76,7.63,5.99
2015-01-04,13.43,3.94,92.87,98.48,7.86,0.94,-0.01,0.0,3.14,-4.72,1.26,13.61,11.71,2.31,1.41,15.92,13.12,8.83,6.54
2015-01-05,2.98,1.39,75.53,100.45,6.69,-6.15,-12.41,-12.23,-5.73,-12.43,-9.58,6.92,6.01,9.08,7.1,16.0,13.11,12.64,10.37
2015-01-06,0.37,1.45,79.3,99.99,3.39,-6.41,-11.97,-11.84,-8.43,-11.81,-9.72,7.83,6.44,5.59,4.43,13.42,10.87,8.9,7.22
2015-01-07,0.41,1.12,83.85,100.1,7.02,-9.02,-15.0,-14.81,-8.9,-15.92,-13.54,5.85,5.53,7.81,5.85,13.66,11.38,11.83,9.8
2015-01-08,0.67,1.37,80.83,99.97,4.3,-7.34,-12.61,-12.48,-8.45,-12.74,-10.69,5.17,4.76,10.03,7.85,15.19,12.61,13.81,11.4
2015-01-09,1.11,1.57,77.39,99.18,5.42,-5.85,-11.08,-10.95,-6.27,-11.69,-8.43,2.56,2.3,12.41,9.95,14.97,12.25,13.66,11.14
2015-01-10,0.27,1.28,79.63,100.62,4.26,-8.01,-13.3,-13.14,-9.29,-13.55,-11.26,3.2,3.18,10.7,8.19,13.9,11.37,12.81,10.39
2015-01-11,0.19,2.03,78.18,100.72,8.75,-4.34,-8.21,-8.12,-1.58,-10.34,-5.04,2.6,3.11,7.59,5.07,10.19,8.18,8.78,6.32
2015-01-12,1.6,2.34,86.5,100.63,12.44,-3.67,-6.73,-6.66,-1.78,-14.22,-4.54,5.48,4.69,5.63,4.11,11.1,8.8,8.36,6.38
2015-01-13,0.7,0.97,84.21,101.92,7.18,-12.72,-16.66,-16.4,-11.88,-19.07,-15.22,7.01,5.13,2.56,2.29,9.57,7.42,5.1,4.07
2015-01-14,0.02,1.41,78.04,100.67,7.75,-9.42,-12.21,-12.09,-5.63,-13.38,-9.74,3.59,2.33,2.78,2.17,6.38,4.5,4.12,3.17
2015-01-15,0.45,1.92,86.16,99.58,8.43,-5.54,-9.06,-9.0,-3.47,-11.89,-7.23,7.77,6.47,5.35,4.18,13.12,10.65,9.41,7.64
2015-01-16,0.4,1.65,81.43,99.77,10.83,-6.65,-11.09,-10.94,-2.68,-13.51,-8.42,9.54,7.5,3.12,2.61,12.66,10.11,9.36,7.55
2015-01-17,0.29,2.11,89.58,99.75,15.79,-6.17,-8.98,-8.86,1.81,-13.98,-6.46,11.96,8.57,1.25,1.07,13.22,9.65,8.23,6.29
2015-01-18,2.53,3.94,90.42,98.56,4.24,0.84,0.23,0.24,3.17,-1.07,1.65,8.3,6.91,6.85,4.24,15.14,11.15,9.91,7.08
2015-01-19,0.49,2.06,78.64,99.3,7.81,-3.93,-8.14,-8.05,-1.62,-9.43,-5.11,5.19,4.3,5.95,4.5,11.14,8.8,8.88,7.04
2015-01-20,0.05,1.37,75.22,99.73,4.51,-7.88,-12.66,-12.49,-7.07,-11.58,-9.78,2.83,2.01,2.81,2.31,5.64,4.32,4.15,3.35
2015-01-21,0.29,1.63,75.77,100.03,6.85,-7.3,-11.0,-10.83,-4.03,-10.88,-7.64,3.62,3.02,2.55,2.03,6.17,5.05,4.55,3.62
2015-01-22,0.67,1.82,77.03,100.58,7.97,-5.32,-9.39,-9.28,-2.11,-10.08,-6.29,4.14,2.5,3.31,2.83,7.46,5.34,4.92,3.71
2015-01-23,1.42,2.46,86.5,99.91,5.57,-3.28,-5.77,-5.75,-0.4,-5.97,-3.94,4.31,4.75,8.06,5.73,12.37,10.48,10.26,7.81
2015-01-24,1.23,2.92,92.0,98.16,6.91,-2.22,-3.99,-3.98,0.09,-6.82,-2.76,4.11,3.37,6.26,4.66,10.37,8.03,7.77,5.91
2015-01-25,0.12,1.4,75.93,99.29,9.15,-7.1,-12.69,-12.47,-3.25,-12.4,-9.69,8.31,6.65,3.08,2.77,11.39,9.42,7.13,5.72
2015-01-26,0.76,1.47,80.82,99.63,4.29,-7.35,-12.25,-12.08,-7.66,-11.95,-9.79,2.21,2.78,7.54,5.7,9.75,8.48,9.22,7.58
2015-01-27,0.68,1.34,74.39,99.87,5.79,-7.43,-13.04,-12.81,-6.83,-12.62,-9.9,3.1,2.75,5.41,4.23,8.5,6.98,6.93,5.55
2015-01-28,0.06,1.24,68.51,100.47,9.61,-8.96,-13.78,-13.52,-4.66,-14.27,-9.79,5.65,3.82,2.03,1.9,7.68,5.72,5.0,3.87
2015-01-29,2.63,2.67,84.75,99.29,7.65,-2.54,-5.09,-5.04,0.04,-7.61,-2.68,3.63,3.52,6.23,4.3,9.86,7.81,8.13,6.07
2015-01-30,0.99,1.51,85.43,100.18,13.55,-7.69,-12.07,-11.94,-2.35,-15.89,-10.11,6.32,6.01,7.44,5.6,13.75,11.61,11.23,9.16
2015-01-31,0.12,1.6,87.85,100.4,11.51,-8.56,-11.41,-11.33,-4.67,-16.18,-9.68,6.5,4.31,2.79,2.19,9.29,6.5,6.09,4.6
2015-02-01,1.8,1.57,84.74,100.1,7.81,-6.91,-11.51,-11.35,-4.78,-12.59,-9.52,7.77,6.48,6.28,5.72,14.05,12.2,8.97,7.59
2015-02-02,5.05,1.1,86.29,99.18,6.37,-11.01,-15.31,-15.18,-10.81,-17.18,-14.23,7.99,7.77,6.75,5.01,14.74,12.78,11.22,9.33
2015-02-03,0.38,1.55,87.86,100.0,11.05,-8.52,-11.57,-11.52,-6.07,-17.13,-10.13,4.81,4.75,6.38,4.77,11.2,9.52,9.43,7.36
2015-02-04,2.3,2.49,89.3,99.51,6.59,-3.79,-5.78,-5.75,-0.98,-7.57,-4.28,2.56,2.59,7.18,4.86,9.75,7.45,8.06,6.1
2015-02-05,2.91,1.14,77.72,100.4,6.45,-10.82,-14.59,-14.39,-8.62,-15.07,-12.4,5.27,4.21,5.23,3.56,10.5,7.77,8.44,6.31
2015-02-06,2.45,1.84,85.69,99.8,8.55,-6.36,-9.41,-9.35,-4.11,-12.66,-7.66,5.51,5.17,8.11,5.64,13.62,10.8,10.71,8.39
2015-02-07,3.85,2.35,89.31,99.55,5.32,-4.1,-6.53,-6.5,-2.46,-7.78,-5.07,8.29,7.29,1.16,1.01,9.44,8.3,4.8,3.91
2015-02-08,1.82,1.62,93.26,99.27,3.4,-7.63,-11.12,-11.07,-8.24,-11.64,-10.43,1.31,1.06,9.24,8.17,10.54,9.23,9.93,8.66
2015-02-09,3.17,1.47,89.01,99.95,4.01,-8.17,-12.01,-11.94,-8.75,-12.75,-11.02,6.3,5.56,4.26,3.13,10.56,8.7,6.86,5.59
2015-02-10,1.0,1.51,84.27,100.4,7.39,-9.06,-11.66,-11.58,-6.03,-13.42,-9.9,3.33,2.28,2.89,2.15,6.22,4.43,4.38,3.42
2015-02-11,0.7,2.22,88.34,99.5,6.81,-4.97,-7.24,-7.2,-2.85,-9.66,-5.65,2.97,1.82,5.45,4.51,8.42,6.33,7.23,5.3
2015-02-12,1.52,1.32,87.57,99.56,12.53,-10.76,-13.57,-13.44,-5.34,-17.88,-12.16,3.46,4.59,8.76,5.67,12.22,10.25,10.67,8.45
2015-02-13,1.38,0.92,88.92,100.16,12.38,-14.6,-17.19,-17.16,-10.47,-22.85,-16.69,5.98,4.37,4.21,3.54,10.18,7.91,7.32,5.42
2015-02-14,1.37,1.49,84.86,98.57,9.16,-9.23,-12.11,-12.0,-7.04,-16.2,-10.42,7.62,6.68,7.09,5.76,14.71,12.44,10.83,8.78
2015-02-15,0.28,0.63,88.23,100.56,6.86,-17.83,-20.85,-20.84,-17.2,-24.06,-21.05,5.69,6.86,9.59,6.18,15.28,13.04,11.82,9.64
2015-02-16,0.11,0.64,84.15,100.51,10.68,-19.14,-20.65,-20.63,-14.96,-25.64,-20.18,7.44,4.4,1.73,1.32,9.17,5.72,4.11,2.97
2015-02-17,0.14,1.08,77.25,99.31,6.94,-12.53,-15.33,-15.1,-9.95,-16.89,-13.09,6.54,4.87,1.38,1.08,7.92,5.96,4.55,3.4
2015-02-18,0.55,1.44,80.91,98.83,4.02,-9.16,-12.12,-12.02,-8.18,-12.2,-10.2,7.25,5.44,2.8,2.29,10.05,7.73,5.25,3.95
2015-02-19,0.56,0.79,82.36,99.68,7.39,-15.39,-18.44,-18.29,-12.94,-20.33,-17.64,2.35,3.2,9.96,7.36,12.31,10.55,10.94,8.77
2015-02-20,0.1,0.72,83.68,100.51,7.9,-17.05,-19.33,-19.26,-14.93,-22.82,-18.89,4.52,3.66,6.38,4.35,10.9,8.01,8.51,6.31
2015-02-21,2.13,1.56,86.38,99.81,9.33,-9.49,-11.25,-11.17,-6.39,-15.72,-9.84,7.0,4.38,0.85,0.57,7.85,4.95,4.74,3.23
2015-02-22,0.85,1.47,87.59,100.33,10.46,-11.07,-11.95,-11.88,-5.03,-15.49,-10.71,8.16,6.32,2.66,2.0,10.82,8.32,6.39,4.85
2015-02-23,0.07,0.72,79.57,101.18,5.63,-16.23,-19.11,-18.93,-15.32,-20.95,-18.11,4.37,3.46,7.42,5.42,11.79,8.88,9.16,6.94
2015-02-24,0.57,1.28,86.54,99.21,11.82,-11.2,-13.69,-13.61,-8.44,-20.26,-12.43,5.14,6.04,9.41,6.28,14.55,12.32,12.08,9.6
2015-02-25,0.63,1.25,81.49,99.19,10.0,-10.87,-13.96,-13.79,-7.38,-17.38,-12.02,8.2,7.0,4.43,3.17,12.63,10.17,9.05,7.15
2015-02-26,0.38,0.98,75.63,100.12,6.2,-12.48,-16.14,-15.91,-11.04,-17.24,-14.0,4.76,2.93,3.35,3.05,8.12,5.98,5.2,3.86
2015-02-27,0.58,0.91,80.22,101.19,9.21,-15.02,-16.81,-16.67,-10.65,-19.86,-15.39,3.84,2.79,4.72,3.29,8.57,6.07,6.86,4.79
2015-02-28,0.04,1.11,86.14,101.92,11.6,-13.95,-14.93,-14.88,-7.32,-18.92,-13.86,4.69,2.66,3.76,2.73,8.45,5.39,6.21,4.35
2015-03-01,0.19,1.74,85.57,100.72,9.02,-8.66,-9.95,-9.88,-4.77,-13.79,-8.24,4.83,2.51,2.07,1.75,6.9,4.26,3.48,2.46
2015-03-02,0.31,1.75,81.39,100.48,9.87,-8.01,-9.88,-9.78,-3.99,-13.86,-7.56,8.67,7.6,4.86,3.48,13.53,11.08,9.61,7.14
2015-03-03,1.46,2.04,95.54,99.58,15.03,-9.13,-9.02,-8.96,-0.06,-15.1,-7.75,9.06,6.77,3.34,2.51,12.4,9.28,7.08,5.31
2015-03-04,1.14,2.39,83.65,99.19,7.76,-4.25,-6.35,-6.3,-0.89,-8.65,-3.99,3.3,3.23,7.66,4.88,10.96,8.11,8.82,6.46
2015-03-05,0.11,1.03,75.22,100.69,8.34,-12.34,-15.43,-15.21,-9.63,-17.96,-13.16,7.1,5.15,4.41,4.01,11.52,9.17,7.25,5.49
2015-03-06,0.04,1.24,88.44,100.87,12.97,-12.74,-14.04,-14.01,-7.05,-20.01,-12.9,4.26,4.68,6.41,4.07,10.67,8.75,8.41,6.14
2015-03-07,0.14,2.25,89.5,99.69,6.83,-5.92,-6.99,-6.96,-2.01,-8.84,-5.61,5.72,4.51,5.04,3.42,10.76,7.94,7.56,5.5
2015-03-08,0.08,2.37,85.51,99.79,7.78,-5.27,-6.28,-6.25,-0.86,-8.64,-4.32,7.16,5.96,3.66,2.62,10.82,8.58,7.62,5.4
2015-03-09,0.04,2.98,90.55,100.05,7.32,-2.96,-3.35,-3.34,1.43,-5.89,-1.97,6.68,4.82,2.7,2.03,9.39,6.85,6.94,4.61
2015-03-10,0.0,3.4,95.12,99.75,7.62,-2.03,-1.86,-1.85,2.49,-5.13,-0.92,7.0,4.87,3.01,2.29,10.01,7.16,6.2,4.02
2015-03-11,0.59,3.61,86.46,99.94,5.42,0.52,-0.76,-0.74,4.39,-1.03,1.24,4.29,3.15,6.52,4.43,10.81,7.58,8.92,6.29
2015-03-12,0.14,2.04,59.95,101.5,7.68,-1.9,-7.8,-7.61,2.23,-5.45,-1.32,10.01,6.9,0.32,0.24,10.33,7.14,4.7,3.4
2015-03-13,0.18,2.8,73.29,100.73,5.48,-0.49,-4.18,-4.11,3.05,-2.42,0.13,5.07,4.43,4.11,2.73,9.18,7.15,6.87,4.98
2015-03-14,2.52,4.19,92.76,99.12,3.26,1.07,1.09,1.1,3.26,0.0,2.21,4.86,4.43,6.62,4.21,11.48,8.64,9.02,5.9
2015-03-15,0.17,3.22,79.78,99.64,5.39,0.13,-2.3,-2.27,4.26,-1.14,0.74,9.51,7.86,2.89,1.86,12.4,9.72,9.19,6.79
2015-03-16,0.86,4.18,93.36,99.1,8.0,1.26,0.95,0.95,6.34,-1.66,2.09,4.37,2.27,4.01,2.41,8.38,4.68,6.02,3.93
2015-03-17,1.46,2.65,69.79,99.36,6.81,-0.41,-5.49,-5.33,2.52,-4.3,-0.14,10.81,9.89,4.08,2.33,14.89,12.22,12.1,9.34
2015-03-18,0.04,1.78,61.26,100.19,5.58,-3.54,-9.51,-9.29,-0.29,-5.87,-3.65,5.19,4.95,5.73,3.89,10.92,8.84,8.85,6.63
2015-03-19,0.75,1.83,61.24,100.7,8.26,-2.93,-9.16,-8.94,0.71,-7.55,-3.19,5.44,3.39,0.23,0.34,5.67,3.73,3.11,2.23
2015-03-20,1.4,3.12,75.84,99.91,8.51,0.61,-2.85,-2.81,5.88,-2.63,1.04,4.28,2.38,3.31,2.65,7.59,5.03,5.3,3.64
2015-03-21,3.54,3.06,81.02,99.44,9.65,-0.53,-3.6,-3.52,3.96,-5.69,-0.22,7.7,7.43,7.37,4.88,15.08,12.31,10.85,8.27
2015-03-22,0.98,1.37,58.6,100.35,5.27,-5.12,-12.41,-12.04,-3.53,-8.8,-6.45,5.83,4.8,5.94,4.97,11.77,9.77,8.78,6.84
2015-03-23,0.3,1.2,58.68,100.76,8.49,-6.32,-13.82,-13.39,-4.06,-12.54,-8.11,6.28,4.69,1.87,1.34,8.15,6.04,4.62,3.49
2015-03-24,0.04,1.8,67.12,100.82,10.04,-3.78,-9.46,-9.29,0.18,-9.86,-4.64,3.6,1.85,1.56,1.48,5.16,3.34,2.94,2.2
2015-03-25,3.87,3.53,92.68,99.67,10.13,-1.13,-1.53,-1.51,4.62,-5.51,-0.04,6.61,4.71,5.83,3.71,12.43,8.42,8.91,6.05
2015-03-26,2.31,3.79,90.12,99.08,3.48,0.63,-0.19,-0.18,2.84,-0.64,1.23,8.46,4.94,1.37,1.23,9.83,6.17,5.25,3.28
2015-03-27,1.57,2.3,74.86,99.32,5.75,-2.18,-6.88,-6.76,-1.01,-6.76,-3.01,2.6,3.08,6.73,4.94,9.33,8.02,7.93,6.4
2015-03-28,0.64,1.46,61.98,100.17,9.77,-4.91,-11.79,-11.5,-1.3,-11.06,-6.42,2.6,2.48,6.54,4.76,9.14,7.24,7.79,6.07
2015-03-29,0.61,2.26,70.99,99.93,12.24,-2.42,-6.99,-6.89,2.65,-9.59,-2.43,8.14,6.22,5.17,4.03,13.31,10.25,8.96,6.52
2015-03-30,0.86,3.43,77.71,98.77,6.33,0.92,-1.62,-1.59,4.62,-1.71,1.85,6.99,6.49,7.5,4.83,14.49,11.32,11.87,8.65
2015-03-31,1.13,2.77,72.23,99.16,7.46,-0.31,-4.34,-4.28,4.65,-2.81,-0.03,6.15,3.76,2.29,1.77,8.44,5.52,4.77,3.3
2015-04-01,0.36,2.79,70.67,99.95,7.97,0.54,-4.14,-4.08,5.16,-2.81,0.49,5.28,2.56,1.85,1.74,7.14,4.31,3.91,2.73
2015-04-02,3.01,5.17,88.49,98.97,11.98,4.24,3.65,3.66,12.04,0.06,5.84,8.3,6.55,4.85,2.62,13.15,9.17,9.04,5.98
2015-04-03,3.04,4.54,83.96,98.96,9.57,3.96,2.26,2.26,10.66,1.09,4.75,4.86,3.42,3.69,2.79,8.55,6.2,6.45,4.6
2015-04-04,1.35,2.77,70.3,99.73,6.09,0.61,-4.4,-4.31,3.53,-2.56,0.4,4.68,4.66,5.54,3.38,10.22,8.04,8.32,6.23
2015-04-05,0.32,2.84,76.88,100.2,5.6,-0.2,-3.89,-3.85,2.41,-3.19,-0.39,5.78,3.56,1.62,1.21,7.4,4.77,3.07,2.11
2015-04-06,0.16,3.6,79.64,100.24,7.89,2.48,-0.83,-0.81,7.12,-0.78,2.4,4.97,3.4,2.07,1.54,7.04,4.94,4.31,3.14
2015-04-07,0.07,3.49,76.34,100.57,6.73,2.51,-1.14,-1.11,6.62,-0.11,2.59,3.49,3.98,6.14,3.78,9.63,7.76,7.6,5.43
2015-04-08,8.59,3.65,87.6,100.11,3.04,0.99,-0.73,-0.71,2.74,-0.3,1.23,5.38,4.72,7.53,5.86,12.91,10.58,10.19,8.1
2015-04-09,8.6,5.13,98.86,99.41,9.52,3.35,3.71,3.71,9.9,0.38,4.21,7.61,3.94,5.9,4.51,13.51,8.44,8.22,5.96
2015-04-10,3.93,6.07,87.36,98.37,10.68,5.99,5.72,5.72,12.37,1.69,8.29,8.96,8.52,10.55,6.57,19.51,15.08,14.66,10.25
2015-04-11,0.26,3.49,73.43,99.95,7.68,2.27,-1.19,-1.16,7.31,-0.37,3.06,5.26,4.32,5.03,3.17,10.29,7.48,8.27,5.86
2015-04-12,0.12,4.2,69.26,100.35,13.36,4.71,1.25,1.27,13.07,-0.29,6.6,4.78,1.97,3.46,2.75,8.25,4.72,5.98,3.89
2015-04-13,2.69,6.13,85.84,99.66,12.73,6.6,6.17,6.17,16.23,3.5,8.88,12.65,8.94,3.5,2.52,16.15,11.46,8.66,5.9
2015-04-14,0.82,3.99,63.11,100.28,10.05,5.15,0.63,0.66,12.68,2.63,7.22,5.24,3.62,4.02,2.57,9.26,6.19,6.82,4.55
2015-04-15,0.01,3.6,59.19,100.78,12.01,4.81,-0.71,-0.66,12.6,0.58,6.7,5.45,3.09,3.55,2.35,9.01,5.44,5.51,3.66
2015-04-16,0.76,4.53,70.68,100.46,12.18,5.79,2.16,2.18,13.4,1.21,7.42,3.41,2.12,3.95,2.76,7.36,4.88,5.67,3.72
2015-04-17,1.43,5.92,76.32,99.63,10.93,7.92,6.11,6.11,16.38,5.46,10.1,3.93,1.87,3.0,2.38,6.94,4.25,5.28,3.44
2015-04-18,0.09,4.55,65.09,99.81,8.56,6.46,2.31,2.34,12.89,4.33,8.61,9.83,7.27,1.94,1.36,11.77,8.63,7.71,5.11
2015-04-19,0.9,3.89,68.7,99.92,7.22,4.89,0.18,0.21,8.32,1.09,5.54,4.97,4.09,8.06,5.74,13.03,9.84,11.06,8.05
2015-04-20,15.22,6.58,88.6,97.92,9.79,7.28,7.22,7.22,15.15,5.36,9.19,6.33,4.73,7.81,5.43,14.14,10.16,11.23,7.89
2015-04-21,2.94,4.56,80.27,98.23,5.05,4.5,2.23,2.24,8.18,3.13,5.36,8.28,7.58,6.51,3.45,14.79,11.03,9.91,6.85
2015-04-22,0.77,3.96,80.87,98.35,5.04,2.98,0.29,0.31,5.6,0.56,3.25,1.89,2.65,7.27,4.41,9.15,7.05,8.19,5.9
2015-04-23,0.64,2.95,72.36,99.0,4.74,1.64,-3.52,-3.47,3.61,-1.13,0.81,3.3,3.43,7.3,5.36,10.6,8.79,9.26,7.35
2015-04-24,0.7,2.92,70.03,99.6,6.74,1.69,-3.58,-3.53,5.08,-1.66,1.2,3.25,3.1,6.02,3.82,9.27,6.91,7.9,5.89
2015-04-25,0.82,3.26,66.14,99.31,11.13,3.69,-2.24,-2.19,9.04,-2.09,3.49,6.31,3.92,1.55,1.19,7.86,5.11,4.01,2.71
2015-04-26,0.38,4.21,77.53,99.05,9.24,4.41,1.22,1.24,9.23,-0.01,4.82,4.12,2.65,4.8,3.7,8.91,6.35,7.18,4.93
2015-04-27,0.29,4.65,78.93,99.26,7.61,5.43,2.67,2.68,10.0,2.38,6.02,5.4,2.75,4.59,3.59,9.99,6.34,6.83,4.62
2015-04-28,0.34,5.5,79.39,99.54,10.61,7.06,4.99,5.0,14.14,3.53,8.41,2.68,1.0,6.54,4.56,9.23,5.56,7.47,5.13
2015-04-29,0.14,5.48,71.49,98.99,12.36,8.15,4.85,4.86,15.68,3.31,9.85,5.09,2.64,2.64,2.15,7.72,4.79,5.3,3.55
2015-04-30,0.2,5.93,72.88,99.06,9.14,8.78,6.03,6.03,15.21,6.07,10.73,4.79,3.85,1.94,1.32,6.73,5.17,4.77,3.2
2015-05-01,0.18,5.79,67.93,99.63,10.16,9.19,5.81,5.82,16.8,6.64,11.54,5.08,2.11,3.36,2.69,8.44,4.8,5.47,3.57
2015-05-02,0.32,5.44,62.98,99.67,12.83,9.62,4.81,4.82,18.07,5.24,11.73,5.91,2.8,2.46,1.94,8.37,4.75,5.41,3.46
2015-05-03,0.04,6.07,63.88,99.72,12.46,10.83,6.39,6.39,19.43,6.96,13.18,6.87,3.37,3.22,2.53,10.09,5.9,6.46,4.22
2015-05-04,0.38,7.49,79.69,99.8,9.52,10.92,9.43,9.43,18.38,8.86,13.03,8.58,5.56,5.79,4.21,14.36,9.77,9.43,6.12
2015-05-05,0.51,5.96,74.32,100.55,7.83,8.59,6.36,6.36,14.48,6.65,10.75,6.6,3.96,0.4,0.2,7.0,4.17,3.59,2.36
2015-05-06,0.73,5.19,59.08,100.47,11.72,9.79,4.31,4.32,17.44,5.72,12.11,4.98,2.45,1.94,1.34,6.92,3.79,4.29,2.95
2015-05-07,0.13,6.41,58.63,100.12,11.18,11.94,6.91,6.92,21.09,9.9,15.42,4.97,2.63,0.09,0.27,5.06,2.9,2.1,1.49
2015-05-08,0.13,8.96,73.27,99.79,10.99,13.11,12.15,12.15,22.56,11.57,17.1,2.49,1.96,2.44,1.75,4.93,3.7,3.55,2.48
2015-05-09,1.59,10.78,80.77,99.79,10.24,14.9,15.02,15.02,23.99,13.75,18.47,3.67,2.47,2.31,1.87,5.98,4.34,4.56,3.04
2015-05-10,2.21,10.67,82.72,99.84,9.27,14.66,14.88,14.88,23.02,13.75,17.93,2.51,1.58,1.74,1.37,4.25,2.95,2.84,2.04
2015-05-11,3.3,9.68,88.15,99.39,8.14,13.05,13.25,13.24,20.33,12.19,15.35,2.86,1.94,3.16,2.57,6.02,4.52,4.41,3.38
2015-05-12,3.08,6.62,77.68,99.19,7.09,10.15,7.45,7.45,13.8,6.71,11.45,8.26,6.32,5.82,3.89,14.09,10.22,10.83,7.47
2015-05-13,0.02,4.36,64.87,100.51,7.52,7.97,1.9,1.93,12.3,4.79,8.14,3.09,2.5,6.14,4.0,9.23,6.5,7.28,5.23
2015-05-14,0.07,3.94,54.98,100.96,12.46,8.89,0.54,0.58,14.88,2.42,9.14,6.03,3.35,1.15,0.9,7.19,4.26,3.5,2.39
2015-05-15,0.46,5.87,74.85,100.06,7.03,9.21,5.7,5.71,13.82,6.79,10.35,3.65,2.7,1.63,1.14,5.28,3.84,4.03,2.86
2015-05-16,0.8,8.07,78.86,99.87,10.01,12.13,10.66,10.66,19.63,9.62,14.34,5.7,4.62,0.46,0.14,6.16,4.76,4.15,2.91
2015-05-17,0.39,7.71,74.54,100.1,13.12,13.6,9.94,9.94,21.37,8.25,14.54,4.27,2.42,1.33,1.27,5.6,3.69,3.58,2.58
2015-05-18,0.73,9.98,84.33,99.57,10.38,14.37,13.69,13.69,21.35,10.97,16.55,6.61,4.37,2.36,1.87,8.97,6.24,6.0,4.18
2015-05-19,0.07,6.43,78.42,99.5,10.11,10.34,6.72,6.73,14.41,4.3,10.91,4.5,3.91,6.26,4.26,10.76,8.17,8.89,6.41
2015-05-20,0.01,3.76,55.7,99.85,9.97,8.36,-0.28,-0.22,13.51,3.54,8.11,5.77,5.56,4.32,2.45,10.09,8.01,6.81,5.09
2015-05-21,0.04,4.4,53.59,99.36,10.71,10.28,1.82,1.85,15.98,5.27,10.93,4.4,2.51,4.27,3.12,8.67,5.64,6.64,4.34
2015-05-22,0.05,4.04,60.4,99.95,8.24,7.94,0.52,0.58,11.59,3.35,7.98,6.77,5.79,5.01,2.93,11.77,8.72,8.04,5.67
2015-05-23,0.28,3.92,52.45,100.74,15.26,9.29,0.28,0.33,16.71,1.45,9.74,7.32,4.3,2.59,2.11,9.91,6.41,6.44,4.35
2015-05-24,0.05,6.25,60.53,100.31,15.16,12.88,6.82,6.83,21.19,6.03,14.57,4.9,2.55,4.47,3.41,9.37,5.96,7.18,4.72
2015-05-25,1.45,9.47,80.42,99.75,8.35,14.1,12.96,12.96,20.6,12.25,16.49,10.8,7.52,0.93,0.57,11.73,8.09,7.94,5.41
2015-05-26,0.25,10.4,77.98,99.71,8.42,16.14,14.46,14.46,22.49,14.08,18.44,2.94,3.09,6.64,3.88,9.58,6.98,8.18,5.63
2015-05-27,0.55,10.35,79.36,99.52,7.28,16.0,14.33,14.33,21.75,14.47,18.06,4.99,3.51,8.23,5.74,13.22,9.25,10.03,6.93
2015-05-28,0.58,7.74,63.57,100.25,13.21,14.74,10.13,10.13,23.87,10.65,17.1,7.05,4.75,1.56,1.19,8.62,5.94,5.11,3.72
2015-05-29,0.35,7.89,69.41,100.18,9.3,14.29,10.39,10.39,20.81,11.51,16.02,4.84,3.07,2.02,1.3,6.85,4.36,4.61,3.36
2015-05-30,8.56,10.55,82.16,99.52,12.02,15.98,14.6,14.6,23.5,11.48,17.81,4.15,2.65,6.03,4.6,10.18,7.26,8.51,6.0
2015-05-31,13.71,5.54,78.06,100.27,2.93,9.01,5.17,5.18,10.7,7.76,8.89,3.91,2.73,7.64,6.05,11.55,8.78,9.18,7.2
2015-06-01,4.63,6.17,74.47,100.28,7.65,10.91,6.81,6.82,15.03,7.38,11.2,7.57,5.4,1.35,0.93,8.93,6.33,5.62,4.09
2015-06-02,1.25,6.29,68.55,100.27,10.24,12.85,7.11,7.11,17.98,7.74,12.75,3.73,1.52,2.05,1.8,5.79,3.32,3.84,2.61
2015-06-03,0.23,6.1,67.55,100.27,9.47,12.59,6.66,6.67,17.05,7.58,12.5,2.47,1.84,4.41,2.92,6.87,4.76,5.9,4.0
2015-06-04,0.02,8.56,80.31,100.0,10.52,14.4,11.51,11.51,19.48,8.96,14.98,4.95,2.21,1.65,1.47,6.6,3.67,3.45,2.46
2015-06-05,3.86,9.82,82.18,99.62,9.91,15.09,13.63,13.63,22.68,12.77,16.7,7.51,5.13,1.33,0.81,8.84,5.95,4.44,3.14
2015-06-06,0.36,5.41,56.8,100.14,8.92,13.7,4.55,4.59,18.03,9.11,13.3,6.96,4.96,2.25,1.63,9.21,6.59,4.94,3.61
2015-06-07,5.77,7.82,75.12,99.34,12.93,14.14,9.5,9.5,20.14,7.21,14.52,7.87,4.89,2.71,1.82,10.58,6.71,6.45,4.56
2015-06-08,14.85,10.95,85.63,98.39,5.42,16.03,15.1,15.1,20.54,15.12,17.56,6.09,3.6,4.0,2.43,10.08,6.03,6.61,4.33
2015-06-09,2.78,9.11,79.11,98.6,6.56,14.92,12.33,12.33,19.87,13.31,15.97,2.9,2.75,4.04,2.37,6.94,5.12,5.53,3.8
2015-06-10,4.52,9.96,81.38,98.68,10.91,15.76,13.56,13.56,22.52,11.61,16.93,11.56,8.56,4.76,2.91,16.32,11.47,9.4,6.38
