date,prectot,qv2m,rh2m,ps,t2m_range,ts,t2mdew,t2mwet,t2m_max,t2m_min,t2m,ws50m_range,ws10m_range,ws50m_min,ws10m_min,ws50m_max,ws10m_max,ws50m,ws10m
2010-10-20,3.31,7.8,95.17,100.22,5.75,10.81,10.26,10.26,13.95,8.2,11.0,4.48,1.68,0.94,0.87,5.43,2.56,2.87,1.61
2010-10-21,0.22,5.99,72.13,99.76,11.73,11.03,6.22,6.22,18.45,6.72,11.14,2.93,2.64,4.94,2.62,7.87,5.27,6.31,3.67
2010-10-22,0.02,4.47,62.97,100.92,9.06,8.46,2.29,2.32,14.01,4.95,9.0,4.71,3.54,2.7,1.85,7.42,5.39,5.61,3.42
2010-10-23,0.0,5.8,70.08,101.27,17.58,11.08,5.67,5.68,20.59,3.01,11.32,4.64,1.46,2.59,2.07,7.23,3.53,5.07,2.85
2010-10-24,0.0,7.91,76.84,100.92,13.73,14.4,10.52,10.52,22.87,9.14,14.59,3.84,0.75,3.27,2.33,7.1,3.08,5.05,2.67
2010-10-25,0.29,11.3,91.47,100.26,11.22,17.02,15.73,15.73,23.1,11.88,17.32,4.42,3.46,5.14,2.9,9.55,6.35,7.33,4.18
2010-10-26,5.55,13.48,91.37,100.04,8.76,19.8,18.6,18.6,24.56,15.8,20.1,5.89,3.63,4.34,2.57,10.23,6.2,7.27,4.28
2010-10-27,18.52,14.33,90.94,100.2,6.8,20.77,19.52,19.52,24.75,17.94,21.18,5.66,3.3,3.54,2.05,9.2,5.35,5.66,3.07
2010-10-28,0.48,8.79,76.07,100.34,13.63,15.84,11.6,11.6,22.95,9.32,16.3,5.93,2.26,2.96,2.32,8.88,4.59,6.16,3.3
2010-10-29,0.33,4.61,66.8,100.98,9.22,8.8,2.74,2.76,13.18,3.95,8.59,3.73,3.97,5.45,2.61,9.18,6.58,7.37,4.36
2010-10-30,0.0,4.64,69.16,100.79,13.26,8.38,2.68,2.7,14.7,1.45,8.14,5.83,3.14,2.3,2.01,8.13,5.15,5.83,3.38
2010-10-31,0.0,5.57,71.69,100.4,11.95,10.2,5.29,5.3,17.01,5.05,10.24,2.67,2.0,4.38,2.79,7.05,4.79,6.22,3.55
2010-11-01,0.0,4.14,71.99,101.7,9.18,6.41,1.32,1.34,11.53,2.34,6.03,2.84,1.57,3.39,1.92,6.24,3.49,4.76,2.74
2010-11-02,0.0,3.93,75.6,101.99,9.89,4.67,0.66,0.68,9.78,-0.11,4.62,4.66,1.98,1.53,1.06,6.19,3.05,3.5,2.14
2010-11-03,1.95,5.36,82.17,100.97,9.74,7.31,4.7,4.7,13.01,3.27,7.75,3.11,1.61,1.75,1.27,4.86,2.87,3.13,1.97
2010-11-04,27.63,6.4,94.67,99.28,2.46,8.05,7.17,7.17,8.77,6.31,8.01,5.33,3.96,1.33,0.75,6.66,4.71,5.12,3.37
2010-11-05,1.22,5.18,80.77,99.55,8.75,7.55,4.19,4.2,12.58,3.83,7.29,1.79,2.23,4.59,2.52,6.39,4.75,5.62,3.45
2010-11-06,0.0,4.23,78.13,101.15,7.95,5.42,1.57,1.58,10.08,2.13,5.08,1.6,1.83,4.82,2.57,6.42,4.4,5.61,3.31
2010-11-07,0.0,3.7,74.78,101.53,9.99,4.13,-0.23,-0.2,9.62,-0.37,3.87,0.95,2.13,5.67,2.72,6.61,4.85,6.1,3.63
2010-11-08,0.0,4.14,67.17,100.27,15.13,6.7,1.01,1.03,15.21,0.08,6.83,4.07,2.74,5.36,2.98,9.43,5.72,7.71,4.39
2010-11-09,0.0,5.53,79.83,100.43,11.9,8.49,5.05,5.05,15.41,3.51,8.54,1.97,2.31,5.64,2.57,7.61,4.88,6.57,3.72
2010-11-10,0.0,5.97,82.71,100.97,11.17,9.14,6.41,6.42,15.99,4.82,9.23,2.4,1.91,4.73,2.27,7.13,4.18,5.84,3.29
2010-11-11,0.0,4.71,74.21,101.78,11.67,6.84,3.12,3.13,14.18,2.51,7.47,3.29,1.45,3.26,1.89,6.55,3.33,4.64,2.78
2010-11-12,0.0,4.19,65.85,101.84,14.44,5.88,1.44,1.46,15.48,1.04,7.5,3.68,1.44,2.96,1.77,6.63,3.21,4.17,2.55
2010-11-13,0.0,4.2,63.6,101.22,15.77,6.3,1.3,1.32,16.55,0.78,7.98,4.36,1.81,1.5,1.15,5.85,2.96,3.4,2.11
2010-11-14,0.0,5.07,75.52,100.74,12.55,6.98,3.88,3.89,15.92,3.37,8.13,6.57,3.03,0.43,0.28,7.0,3.31,3.81,2.2
2010-11-15,1.71,6.29,92.53,100.58,7.84,8.0,7.12,7.12,12.67,4.83,8.3,2.9,1.57,0.52,0.32,3.43,1.89,2.33,1.45
2010-11-16,17.42,8.41,98.62,100.01,8.07,11.27,11.14,11.14,15.97,7.89,11.57,8.52,5.56,2.25,1.29,10.78,6.86,6.4,3.96
2010-11-17,2.78,6.59,77.34,100.02,11.12,11.16,7.22,7.22,16.03,4.91,11.58,4.79,4.36,6.19,2.95,10.98,7.32,9.12,5.42
2010-11-18,0.0,4.6,77.8,101.07,9.4,6.26,2.74,2.75,11.81,2.41,6.33,3.55,1.23,3.57,2.55,7.12,3.77,5.63,3.09
2010-11-19,0.0,4.1,75.04,101.49,9.63,5.05,1.17,1.19,10.74,1.11,5.25,5.43,2.83,1.06,0.67,6.49,3.51,4.75,2.66
2010-11-20,0.0,5.3,81.7,101.37,14.36,7.13,4.65,4.65,16.04,1.68,7.71,3.72,1.72,2.45,1.52,6.17,3.23,4.51,2.63
2010-11-21,0.0,5.68,88.91,101.88,10.53,7.65,5.74,5.74,13.6,3.07,7.57,3.69,1.12,2.46,1.81,6.15,2.93,4.34,2.37
2010-11-22,0.0,7.15,92.76,101.43,11.0,10.15,9.07,9.07,17.05,6.05,10.28,4.21,2.12,2.88,1.89,7.09,4.01,4.87,2.8
2010-11-23,0.06,7.83,89.47,100.57,9.79,11.53,10.17,10.17,17.98,8.19,12.04,3.56,2.17,5.42,2.42,8.98,4.59,6.85,3.66
2010-11-24,0.32,3.51,65.89,101.38,7.17,4.44,-0.97,-0.93,8.45,1.29,4.88,7.27,4.0,1.61,1.12,8.88,5.11,5.09,3.14
2010-11-25,1.04,5.33,85.57,100.75,6.93,6.82,4.52,4.53,10.38,3.45,7.03,5.34,3.26,2.22,1.47,7.56,4.73,5.15,3.03
2010-11-26,0.45,5.59,80.42,99.67,11.55,8.18,4.26,4.29,11.8,0.25,8.49,3.63,3.3,5.54,2.69,9.17,5.98,7.14,4.11
2010-11-27,0.0,2.79,66.21,100.42,9.46,1.55,-4.07,-4.0,7.09,-2.36,1.45,3.21,3.76,5.79,2.8,8.99,6.56,7.1,4.08
2010-11-28,0.0,2.98,70.21,101.73,11.48,1.46,-3.08,-3.03,8.35,-3.13,1.72,5.88,2.69,0.48,0.39,6.37,3.08,3.67,2.05
2010-11-29,0.02,4.0,84.21,102.07,12.1,3.14,0.68,0.69,9.48,-2.62,3.34,4.32,1.76,2.0,1.54,6.32,3.29,4.15,2.46
2010-11-30,6.93,7.87,98.57,101.1,10.44,10.47,10.23,10.23,15.07,4.63,10.75,7.2,4.66,4.51,2.69,11.72,7.35,7.18,4.41
2010-12-01,24.74,6.28,89.18,99.98,17.86,8.53,5.05,5.08,16.97,-0.88,8.73,9.35,7.06,5.41,2.61,14.76,9.66,9.6,6.27
2010-12-02,0.0,3.02,75.78,101.11,7.8,1.05,-2.98,-2.93,5.02,-2.79,0.79,1.43,1.75,3.87,1.82,5.29,3.57,4.51,2.55
2010-12-03,0.0,3.03,76.49,100.9,6.92,0.93,-2.93,-2.89,4.3,-2.63,0.68,3.21,1.47,3.15,2.04,6.36,3.51,4.85,2.76
2010-12-04,0.01,2.8,75.63,100.46,7.42,-0.05,-4.02,-3.97,4.19,-3.23,-0.32,4.15,2.75,2.64,1.53,6.79,4.27,4.84,2.89
2010-12-05,0.0,2.5,68.05,100.1,4.43,-0.31,-5.53,-5.43,2.33,-2.1,-0.49,4.92,4.5,5.4,2.83,10.32,7.33,8.7,5.61
2010-12-06,0.0,2.12,60.81,99.92,3.64,-0.98,-7.49,-7.33,1.0,-2.64,-1.21,2.55,2.92,8.63,5.13,11.18,8.05,9.85,6.57
2010-12-07,0.0,1.9,60.33,100.01,4.52,-2.18,-8.77,-8.58,0.1,-4.42,-2.61,1.92,2.06,8.06,5.21,9.98,7.27,9.02,6.23
2010-12-08,0.0,1.94,63.08,100.86,5.5,-2.41,-8.4,-8.22,0.65,-4.85,-2.77,2.41,2.9,5.47,2.82,7.88,5.73,6.74,4.27
2010-12-09,0.0,2.05,67.02,101.61,7.47,-2.98,-7.69,-7.55,1.33,-6.14,-2.77,3.94,2.49,1.58,1.14,5.52,3.63,3.86,2.45
2010-12-10,0.06,2.62,79.78,101.61,6.25,-2.0,-4.72,-4.67,2.16,-4.1,-1.8,1.8,2.09,3.62,1.93,5.42,4.02,4.59,2.63
2010-12-11,1.27,3.3,90.86,101.15,7.31,-0.82,-2.01,-1.99,3.14,-4.17,-0.5,3.92,1.54,1.38,1.0,5.3,2.55,3.01,1.66
2010-12-12,16.16,4.57,99.39,98.93,3.25,2.09,2.23,2.24,3.82,0.57,2.45,5.98,3.83,2.52,1.4,8.5,5.23,5.25,3.05
2010-12-13,0.97,2.08,66.46,98.72,5.94,-2.42,-8.21,-8.02,-0.19,-6.13,-2.83,4.58,3.73,7.21,4.85,11.79,8.58,9.78,6.83
2010-12-14,0.02,1.4,58.47,99.82,3.56,-5.74,-12.22,-11.87,-4.38,-7.94,-6.24,3.01,2.78,8.9,5.85,11.91,8.63,10.58,7.32
2010-12-15,0.0,1.59,65.53,100.42,7.21,-5.78,-10.77,-10.55,-1.43,-8.64,-6.01,3.96,4.03,5.27,2.75,9.23,6.78,7.81,4.9
2010-12-16,4.17,2.06,84.0,100.12,5.05,-5.86,-7.91,-7.85,-3.54,-8.59,-5.93,4.26,2.2,0.43,0.29,4.69,2.48,2.82,1.72
2010-12-17,0.0,2.31,79.17,100.7,10.13,-4.02,-6.43,-6.38,2.14,-7.99,-3.5,2.84,1.74,2.65,1.58,5.49,3.32,4.19,2.58
2010-12-18,0.03,2.65,82.62,100.97,8.21,-3.02,-4.7,-4.67,1.49,-6.73,-2.24,3.64,1.9,0.66,0.41,4.29,2.31,2.24,1.38
2010-12-19,0.0,2.47,82.29,100.67,7.59,-3.22,-5.55,-5.51,1.39,-6.21,-3.13,4.09,2.81,2.21,1.52,6.3,4.33,5.28,3.27
2010-12-20,0.0,2.29,76.79,100.74,8.03,-3.22,-6.48,-6.42,1.37,-6.66,-3.24,2.78,2.83,6.06,3.65,8.84,6.48,7.56,4.8
2010-12-21,0.0,2.55,78.98,100.7,8.1,-2.26,-5.19,-5.15,2.76,-5.34,-2.17,3.5,3.71,4.92,2.48,8.42,6.19,6.66,4.03
2010-12-22,0.0,2.92,79.65,100.4,7.12,-0.63,-3.48,-3.45,4.27,-2.85,-0.47,5.12,3.35,3.58,2.27,8.69,5.62,5.85,3.3
2010-12-23,0.0,2.59,69.91,100.81,6.42,-0.48,-4.95,-4.88,3.5,-2.91,-0.29,3.6,3.24,8.77,5.62,12.37,8.86,10.6,6.96
2010-12-24,0.0,2.53,73.72,101.12,7.01,-1.34,-5.21,-5.14,2.89,-4.12,-1.28,4.37,3.39,4.94,2.69,9.31,6.08,7.1,4.42
2010-12-25,0.45,2.8,81.6,100.73,4.07,-1.22,-3.98,-3.94,0.9,-3.17,-1.33,4.17,2.43,0.69,0.45,4.87,2.88,2.56,1.57
2010-12-26,1.82,2.53,81.69,99.7,2.06,-2.75,-5.4,-5.35,-1.99,-4.04,-2.85,8.92,6.61,2.9,1.68,11.82,8.28,8.19,5.67
2010-12-27,0.12,1.91,62.57,99.71,4.48,-2.97,-8.72,-8.54,-0.25,-4.73,-3.03,3.84,3.81,10.77,6.84,14.61,10.65,13.0,8.99
2010-12-28,0.0,2.36,70.73,100.73,9.92,-1.98,-6.15,-6.07,4.42,-5.5,-1.71,4.24,3.56,6.14,3.02,10.38,6.58,8.05,4.81
2010-12-29,0.0,2.89,78.97,100.91,10.98,-1.5,-3.62,-3.59,5.65,-5.33,-0.41,3.69,1.62,2.39,1.41,6.08,3.02,4.06,2.37
2010-12-30,0.0,3.36,92.67,101.25,7.95,-1.06,-1.58,-1.57,4.22,-3.73,-0.51,5.56,2.18,1.35,0.92,6.9,3.1,3.97,2.12
2010-12-31,0.0,3.95,94.12,101.18,9.04,1.34,0.58,0.58,7.61,-1.43,1.5,4.07,1.4,2.36,1.65,6.43,3.05,4.25,2.35
2011-01-01,0.1,4.99,100.0,100.85,7.97,3.53,3.66,3.66,8.07,0.1,3.84,4.67,2.23,3.09,2.14,7.76,4.36,5.51,3.19
2011-01-02,3.06,4.45,89.23,100.71,9.17,3.26,1.77,1.79,6.52,-2.64,3.83,4.85,2.59,4.17,2.14,9.02,4.72,6.46,3.53
2011-01-03,0.0,2.15,65.18,101.37,7.88,-1.96,-7.21,-7.07,3.2,-4.68,-1.81,5.67,2.89,2.42,1.58,8.09,4.47,5.6,3.36
2011-01-04,0.0,2.88,77.06,100.58,10.24,-0.22,-3.66,-3.62,6.51,-3.73,-0.19,3.91,1.62,3.41,2.23,7.33,3.86,5.31,2.99
2011-01-05,0.0,2.57,71.41,100.35,7.12,-1.08,-5.15,-5.07,3.47,-3.65,-0.75,4.55,1.77,2.59,1.58,7.14,3.36,4.8,2.71
2011-01-06,0.01,2.53,73.08,99.58,7.96,-1.23,-5.47,-5.39,3.38,-4.58,-1.38,5.01,2.55,1.28,0.95,6.29,3.5,3.68,2.13
2011-01-07,0.4,2.55,72.25,98.78,4.0,-1.21,-5.57,-5.47,0.79,-3.21,-1.23,5.87,4.09,0.71,0.43,6.58,4.52,4.46,2.75
2011-01-08,0.95,2.26,73.07,99.04,6.16,-2.85,-7.2,-7.04,-0.11,-6.27,-2.95,8.91,6.21,1.72,0.95,10.63,7.16,6.68,4.45
2011-01-09,0.0,1.72,64.06,100.99,6.85,-4.55,-9.79,-9.59,-0.18,-7.03,-4.6,4.11,4.01,6.34,3.36,10.45,7.37,8.88,5.89
2011-01-10,0.0,1.94,75.5,101.68,7.28,-5.25,-8.34,-8.24,-0.79,-8.07,-5.1,2.48,2.83,3.78,1.9,6.26,4.73,5.31,3.14
2011-01-11,2.79,2.56,85.81,100.97,8.22,-3.08,-5.18,-5.15,0.97,-7.25,-3.18,3.69,1.77,1.42,1.21,5.11,2.98,3.3,2.01
2011-01-12,0.23,2.23,71.4,100.35,5.25,-2.86,-6.88,-6.78,0.37,-4.89,-2.67,6.92,5.53,4.52,2.63,11.44,8.16,8.99,5.81
2011-01-13,0.0,2.0,69.23,101.58,8.38,-3.66,-7.98,-7.86,0.99,-7.4,-3.55,3.79,3.76,5.28,2.72,9.07,6.48,7.99,5.08
2011-01-14,0.0,2.09,72.45,101.87,7.99,-4.18,-7.45,-7.35,0.47,-7.52,-3.54,5.02,3.77,0.12,0.14,5.14,3.91,3.61,2.18
2011-01-15,0.0,2.94,81.06,100.95,10.14,-0.79,-3.38,-3.35,5.07,-5.07,-0.53,5.97,3.54,2.26,1.36,8.23,4.9,5.25,2.97
2011-01-16,0.0,2.66,75.75,101.09,6.85,-1.22,-4.65,-4.59,2.92,-3.93,-0.97,3.1,2.73,3.8,1.99,6.91,4.71,5.43,3.09
2011-01-17,2.59,2.46,75.22,101.37,6.63,-1.57,-5.56,-5.49,1.81,-4.82,-1.87,1.73,1.47,3.33,2.09,5.06,3.56,4.14,2.82
2011-01-18,4.86,3.45,93.93,100.1,4.11,-0.58,-1.37,-1.37,1.88,-2.23,-0.49,3.82,3.4,1.9,1.17,5.73,4.57,4.16,2.96
2011-01-19,0.95,4.01,91.31,100.06,9.65,1.42,0.64,0.64,7.81,-1.84,1.96,5.18,2.69,2.96,1.51,8.14,4.2,5.74,3.07
2011-01-20,0.04,3.11,80.44,100.6,7.05,0.06,-2.69,-2.65,4.37,-2.68,0.27,5.83,2.67,1.41,0.97,7.24,3.64,4.61,2.47
2011-01-21,0.34,2.0,64.89,100.06,7.37,-2.61,-8.95,-8.64,-0.02,-7.39,-2.85,6.0,5.33,4.65,2.79,10.65,8.13,8.66,6.07
2011-01-22,0.01,1.21,57.82,100.6,5.93,-7.71,-13.65,-13.21,-4.62,-10.55,-7.84,5.61,3.89,1.19,0.79,6.8,4.68,3.11,2.2
2011-01-23,0.0,1.39,64.53,101.1,8.65,-7.52,-12.18,-11.91,-2.31,-10.96,-7.49,3.16,3.61,4.97,2.58,8.12,6.19,6.37,3.84
2011-01-24,0.02,1.62,74.42,101.9,11.25,-7.22,-10.6,-10.43,-1.52,-12.77,-7.19,3.62,1.01,2.76,2.12,6.38,3.13,4.37,2.57
2011-01-25,0.05,2.93,85.33,101.1,11.31,-1.87,-3.47,-3.45,4.92,-6.39,-1.28,5.56,2.57,0.17,0.14,5.73,2.7,3.47,1.96
2011-01-26,29.39,3.68,95.55,99.86,2.06,-0.06,-0.48,-0.48,1.21,-0.85,0.13,5.58,4.86,4.88,2.44,10.46,7.3,7.56,5.05
2011-01-27,0.0,2.81,89.58,100.33,7.86,-3.59,-4.15,-4.13,0.63,-7.23,-2.61,6.25,4.13,2.95,1.71,9.19,5.83,5.8,3.52
2011-01-28,1.05,2.82,95.2,100.11,7.29,-4.33,-4.14,-4.13,0.88,-6.42,-3.39,5.37,2.57,1.65,1.04,7.02,3.61,3.69,2.16
2011-01-29,0.01,2.72,91.79,100.49,11.01,-4.75,-4.67,-4.65,2.34,-8.68,-3.32,4.07,2.08,2.58,1.89,6.65,3.97,5.18,2.96
2011-01-30,0.01,3.08,88.63,101.1,8.87,-1.67,-2.82,-2.8,4.47,-4.4,-1.13,4.55,1.59,1.54,1.33,6.08,2.93,3.66,2.09
2011-01-31,0.14,2.43,80.88,101.93,6.78,-2.85,-5.66,-5.61,0.18,-6.6,-2.96,2.55,2.3,3.44,2.25,5.99,4.55,4.73,3.15
2011-02-01,3.11,3.41,93.82,101.24,4.06,-0.39,-1.4,-1.4,1.76,-2.29,-0.5,4.43,3.47,1.67,0.95,6.1,4.42,2.93,1.93
2011-02-02,14.31,4.45,89.83,100.18,12.64,3.04,1.35,1.38,10.7,-1.95,3.69,5.65,3.84,5.82,3.03,11.47,6.88,8.61,5.03
2011-02-03,0.0,2.19,66.61,101.86,5.82,-2.04,-6.89,-6.77,1.73,-4.09,-1.75,8.77,5.39,0.87,0.6,9.64,5.99,5.6,3.78
2011-02-04,0.0,2.97,80.77,101.48,6.64,-0.79,-3.23,-3.2,3.53,-3.11,-0.31,4.77,1.84,1.5,0.97,6.27,2.81,3.52,2.0
2011-02-05,3.33,4.13,96.64,99.84,4.22,1.27,0.96,0.97,3.59,-0.63,1.56,7.19,4.46,3.41,1.67,10.6,6.13,5.89,3.4
2011-02-06,0.03,3.29,74.99,100.46,9.62,1.14,-1.93,-1.9,7.47,-2.15,2.01,8.84,4.89,0.13,0.06,8.97,4.95,4.52,2.6
2011-02-07,0.09,4.12,91.04,100.29,11.28,2.17,1.04,1.04,9.48,-1.8,2.43,5.76,2.53,0.59,0.42,6.34,2.95,3.22,1.82
2011-02-08,0.05,2.67,70.3,100.45,8.35,0.02,-5.3,-5.15,2.39,-5.96,0.02,9.37,7.47,2.63,1.36,12.01,8.83,9.01,6.09
2011-02-09,0.15,1.9,63.67,101.42,7.63,-2.53,-8.87,-8.63,0.96,-6.66,-3.12,3.7,2.34,2.86,1.77,6.57,4.11,4.34,2.97
2011-02-10,0.04,1.84,60.87,100.97,5.45,-3.06,-9.17,-8.92,0.47,-4.97,-2.99,7.11,5.56,0.18,0.13,7.29,5.69,4.77,3.41
2011-02-11,0.0,2.15,65.68,101.03,13.33,-3.06,-7.4,-7.25,5.63,-7.71,-1.93,4.36,2.01,1.05,0.76,5.4,2.77,2.85,1.79
2011-02-12,0.0,2.57,70.96,100.81,12.69,-0.92,-5.11,-5.05,6.47,-6.22,-0.57,7.1,5.82,4.4,2.34,11.5,8.16,7.25,4.25
2011-02-13,0.0,3.47,72.21,100.78,11.79,2.76,-1.24,-1.2,9.89,-1.9,3.33,7.06,4.63,3.8,1.94,10.86,6.57,7.6,4.34
2011-02-14,0.0,4.22,70.41,99.88,13.66,5.67,1.31,1.32,14.78,1.13,6.35,5.61,4.46,7.74,4.44,13.35,8.9,10.73,6.74
2011-02-15,0.0,2.34,60.35,101.76,10.14,0.29,-6.14,-5.99,6.46,-3.68,0.5,8.7,5.91,3.39,1.85,12.09,7.76,6.66,4.22
2011-02-16,0.0,3.71,76.88,101.6,14.63,3.21,-0.36,-0.34,12.1,-2.53,3.5,3.84,3.84,4.87,2.49,8.71,6.34,6.76,3.94
2011-02-17,0.0,6.01,85.28,100.98,17.51,8.32,6.17,6.17,18.45,0.94,8.87,6.1,2.31,2.84,2.27,8.94,4.59,6.36,3.5
2011-02-18,0.0,7.33,81.72,100.33,14.51,11.38,9.06,9.06,21.16,6.64,12.39,5.3,2.34,5.85,3.6,11.16,5.94,8.4,4.73
2011-02-19,0.0,2.87,51.6,100.66,10.8,4.77,-3.73,-3.62,10.37,-0.43,5.39,5.54,6.04,10.59,5.35,16.13,11.38,13.13,8.42
2011-02-20,0.17,2.8,65.05,101.21,11.3,1.93,-4.06,-3.98,7.43,-3.88,1.85,9.81,6.15,1.1,0.84,10.91,7.0,5.78,3.5
2011-02-21,4.0,4.44,84.14,99.78,9.9,4.47,1.89,1.9,8.88,-1.01,4.51,7.4,4.5,1.87,1.18,9.28,5.68,6.31,4.17
2011-02-22,2.27,2.56,77.78,100.91,6.88,-1.45,-5.1,-5.05,2.47,-4.41,-1.88,4.16,3.52,3.28,2.05,7.44,5.57,5.01,3.47
2011-02-23,0.0,2.49,68.17,101.64,12.49,-0.46,-5.33,-5.25,6.9,-5.58,-0.33,5.25,2.78,0.18,0.03,5.43,2.81,3.06,1.81
2011-02-24,2.18,4.15,90.21,101.02,11.36,2.59,1.05,1.05,8.01,-3.36,2.74,3.83,3.29,4.18,2.08,8.0,5.37,5.87,3.5
2011-02-25,7.99,5.52,84.18,99.59,19.41,7.19,4.03,4.05,18.32,-1.09,7.62,13.79,11.17,4.89,2.45,18.67,13.62,11.84,7.7
2011-02-26,0.0,3.32,72.1,101.01,10.86,2.94,-1.86,-1.81,8.46,-2.4,2.76,7.12,3.15,0.5,0.62,7.62,3.77,4.64,2.62
2011-02-27,1.91,5.33,82.64,100.5,14.71,7.67,4.53,4.53,15.77,1.06,7.52,4.27,1.46,2.81,2.14,7.08,3.6,4.64,2.73
2011-02-28,12.97,7.98,93.29,99.74,14.7,11.16,9.91,9.91,19.22,4.53,11.58,9.2,6.9,2.6,1.43,11.8,8.33,8.3,5.54
2011-03-01,0.0,2.91,64.08,101.43,10.59,2.98,-3.44,-3.36,8.42,-2.17,2.65,9.77,6.29,0.72,0.61,10.49,6.9,5.84,3.65
2011-03-02,0.01,3.58,67.2,101.31,17.5,4.88,-0.78,-0.75,15.3,-2.21,4.9,4.92,3.01,5.18,3.15,10.09,6.16,7.44,4.69
2011-03-03,0.0,2.09,60.69,102.55,8.6,-0.13,-7.44,-7.24,3.77,-4.83,-1.01,5.59,3.28,2.09,1.84,7.68,5.12,5.18,3.19
2011-03-04,0.0,3.35,73.58,102.44,11.74,3.12,-1.61,-1.57,9.27,-2.47,2.8,3.62,2.55,4.26,2.35,7.88,4.9,5.91,3.73
2011-03-05,0.17,6.08,89.58,101.51,13.3,8.13,6.55,6.55,15.29,1.99,8.4,5.44,3.2,3.87,2.63,9.31,5.83,6.83,4.32
2011-03-06,42.61,6.96,97.95,100.04,12.54,8.57,7.94,7.94,14.1,1.56,8.86,9.91,7.92,1.89,0.61,11.8,8.53,8.0,5.38
2011-03-07,0.06,3.08,65.73,100.96,9.74,3.17,-2.76,-2.69,8.62,-1.11,3.03,7.47,6.43,5.21,2.44,12.69,8.86,8.68,5.79
2011-03-08,0.01,3.17,68.86,102.11,11.72,2.95,-2.28,-2.22,8.77,-2.95,2.94,4.89,1.54,2.23,1.82,7.12,3.36,4.77,2.67
2011-03-09,6.23,4.9,92.91,101.86,9.02,4.79,3.59,3.59,8.92,-0.1,4.81,4.42,3.63,4.15,2.5,8.57,6.13,6.81,4.53
2011-03-10,37.44,7.62,96.21,100.13,6.15,10.09,9.79,9.79,13.35,7.2,10.49,7.11,5.62,5.25,2.94,12.35,8.56,9.07,6.02
2011-03-11,0.46,4.21,75.86,100.15,10.07,5.49,1.31,1.33,10.41,0.34,5.3,2.27,2.56,4.83,2.4,7.1,4.96,5.77,3.55
2011-03-12,0.0,4.88,80.39,100.38,15.46,6.39,3.1,3.11,14.22,-1.25,6.63,4.36,3.35,4.91,3.25,9.27,6.6,7.55,4.37
2011-03-13,0.0,4.97,74.28,100.97,12.6,8.01,3.76,3.77,14.05,1.45,8.12,3.49,2.0,5.22,2.72,8.71,4.72,6.7,3.9
2011-03-14,0.0,3.89,74.86,101.78,10.66,4.78,0.49,0.51,10.33,-0.33,4.59,3.04,2.15,2.9,1.64,5.95,3.8,4.72,2.78
2011-03-15,1.72,4.45,86.29,101.81,8.51,4.48,2.35,2.36,8.12,-0.39,4.47,5.07,2.96,1.76,1.05,6.83,4.0,5.14,3.15
2011-03-16,10.79,5.27,81.22,101.04,12.6,7.81,4.56,4.57,14.53,1.92,7.68,6.13,2.68,1.63,1.05,7.76,3.73,4.08,2.47
2011-03-17,0.0,5.77,78.7,101.28,15.29,9.5,5.93,5.94,17.12,1.83,9.53,5.42,1.84,2.45,1.85,7.87,3.69,5.42,2.94
2011-03-18,0.04,9.0,83.94,100.51,17.04,14.65,12.03,12.03,23.87,6.83,15.15,3.87,1.94,4.71,3.0,8.58,4.94,6.8,3.84
2011-03-19,0.22,5.39,70.23,101.57,10.62,10.2,4.96,4.97,14.93,4.31,10.25,4.98,4.51,6.61,3.15,11.6,7.66,7.73,4.77
2011-03-20,0.35,3.84,70.21,102.4,9.92,5.95,0.3,0.34,10.19,0.27,5.42,4.98,2.41,1.92,1.7,6.91,4.11,4.87,2.97
2011-03-21,7.22,8.26,91.73,100.73,16.21,12.3,10.45,10.45,20.84,4.63,12.5,1.46,2.17,6.62,3.11,8.08,5.28,7.32,4.43
2011-03-22,0.9,6.78,78.25,100.38,9.2,12.11,8.09,8.09,16.74,7.54,11.88,4.0,2.31,2.94,2.32,6.94,4.63,5.29,3.37
2011-03-23,7.64,6.92,95.08,99.43,5.42,9.22,8.2,8.2,12.16,6.74,9.12,4.6,4.06,1.63,0.71,6.24,4.76,4.84,3.41
2011-03-24,3.74,4.45,83.34,99.72,7.88,5.1,2.03,2.04,8.2,0.31,4.69,1.72,2.42,4.6,2.47,6.32,4.9,5.5,3.74
2011-03-25,0.0,3.13,67.66,100.62,12.07,3.45,-2.69,-2.63,8.61,-3.46,2.77,3.25,1.16,3.17,2.14,6.42,3.3,4.75,2.83
2011-03-26,0.02,2.94,65.66,100.72,10.83,3.21,-3.45,-3.37,7.72,-3.1,2.33,3.48,1.78,2.85,2.02,6.33,3.8,4.49,2.74
2011-03-27,1.64,3.08,71.17,100.67,8.76,2.43,-2.77,-2.73,6.69,-2.08,1.86,2.87,1.31,3.42,2.1,6.29,3.4,4.4,2.81
2011-03-28,0.0,2.62,62.43,100.9,10.54,1.82,-4.87,-4.76,7.72,-2.82,1.44,2.58,1.54,4.13,2.37,6.72,3.91,5.25,3.22
2011-03-29,0.0,2.91,61.34,101.25,13.09,3.4,-3.51,-3.42,9.68,-3.41,3.25,3.68,2.2,2.89,1.81,6.57,4.01,4.65,2.96
2011-03-30,3.76,4.27,85.43,100.81,5.13,3.78,1.62,1.63,6.6,1.47,3.88,3.0,2.48,2.42,1.62,5.42,4.1,4.19,2.89
